stt,unnamed_1,lĩnh_vực,so_bien_nhan,ngày_tiếp_nhận,han_tra,kêt_qua,ten_co_so,ten_chu_co_so,dia_chi,phuong_xa,quan_huyen,so_gcn_dkkd,loai_hinh_co_so,so_gcn_attp,ngay_cap_gcn_attp,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_dau_tien,ngay_cap_dau_tien,chuyen_vien_thu_ly,ten_co_so_norm,dia_chi_norm,quan_huyen_norm,phuong_xa_norm
5155,,NN,h29.24-231129-0045,2023-11-29,2023-12-15,,cong ty tnhh garden farm,,220/8 nguyen trong tuyen,8,phu nhuan,,"che bien: kho ga, kho heo, kho bo, cha bong, hat say; đong goi: trai cay say, rau cu say, hat say, gao lut, banh lam tu hat",5155,2023-12-06,,,,,,cong ty tnhh garden farm,220/8 nguyen trong tuyen,phu nhuan,8
5156,,YT,h29.24-231129-0059,2023-11-29,2023-12-27,,cong ty tnhh 5959,nguyen viet đuc,860/75/1 xo viet nghe tinh,25,binh thanh,,kinh doanh dich vu an uong,5156,2023-12-06,,,,,,cong ty tnhh 5959,860/75/1 xo viet nghe tinh,binh thanh,25
5157,,YT,h29.24-231128-0204,2023-11-29,2023-12-27,,đia điem kinh doanh xo viet nghe tinh - cong ty co phan đau tu thuong mai ttv,tran tuyet van,214a đuong xo viet nghe tinh,21,binh thanh,,kinh doanh dich vu an uong,5157,2023-12-06,,,,,,đia điem kinh doanh xo viet nghe tinh - cong ty co phan đau tu thuong mai ttv,214a đuong xo viet nghe tinh,binh thanh,21
5158,,YT,h29.24-231124-0318,2023-11-24,2023-12-25,,chi nhanh thu đuc - cong ty co phan đau tu phat trien khai thong,bui vu thi vi cam tu,"so 09 dan chu, khu pho 2",binh tho,thu đuc,,kinh doanh dich vu an uong,5158,2023-12-06,,,,,,chi nhanh thu đuc - cong ty co phan đau tu phat trien khai thong,"so 09 dan chu, khu pho 2",thu đuc,binh tho
5159,,"CT, YT",h29.24-231126-0026,2023-11-27,2023-12-25,,đia điem kinh doanh so 258 - cong ty tnhh gs 25 vietnam,pham hoang minh,"so 113 đuong tam ha, khu pho 4",tam phu,thu đuc,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5159,2023-12-06,,,,,,đia điem kinh doanh so 258 - cong ty tnhh gs 25 vietnam,"so 113 đuong tam ha, khu pho 4",thu đuc,tam phu
5160,,YT,h29.24-231124-0326,2023-11-27,2023-12-25,,đia điem kinh doanh – cong ty tnhh thuong mai dich vu xuat nhap khau đuc le,tran thi le,so 38 to vinh dien,linh chieu,thu đuc,,kinh doanh dich vu an uong,5160,2023-12-06,,,,,,đia điem kinh doanh – cong ty tnhh thuong mai dich vu xuat nhap khau đuc le,so 38 to vinh dien,thu đuc,linh chieu
5161,,NN,h29.24-231128-0132,2023-11-28,2023-12-14,,cong ty tnhh luong thuc thuc pham kim uyen nhi,,"16/11a đuong 5, khu pho 5",truong tho,thu đuc,0318141997,kinh doanh thit,5161,2023-12-06,,,,,,cong ty tnhh luong thuc thuc pham kim uyen nhi,"16/11a đuong 5, khu pho 5",thu đuc,truong tho
5162,,NN,h29.24-231124-0274,2023-11-28,2023-12-14,,kho thu đuc - chi nhanh cong ty tnhh nong san nhat đien,,"so 1a đuong so 3, khu pho 4",binh chieu,thu đuc,0313154329-003,"so che, đong goi: rau, cu, qua, trai cay",5162,2023-12-06,,,,,,kho thu đuc - chi nhanh cong ty tnhh nong san nhat đien,"so 1a đuong so 3, khu pho 4",thu đuc,binh chieu
5163,,NN,h29.24-231121-0194,2023-11-28,2023-12-14,,chi nhanh cong ty tnhh san xuat - thuong mai - dich vu rong đo,,362 quoc lo 1a,tam binh,thu đuc,0304785896-004,"so che, đong goi trai cay tuoi",5163,2023-12-06,,,,,,chi nhanh cong ty tnhh san xuat - thuong mai - dich vu rong đo,362 quoc lo 1a,thu đuc,tam binh
5164,,NN,h29.24-230809-0231,2023-08-14,2023-08-29,,đia điem kinh doanh so 7 - cong ty co phan tuk tuk thai bistro,đo danh trung,"so 9, đuong me linh,","phuong 19,",binh thanh,,"kinh doanh thuc pham nong, lam, thuy san",5164,2023-12-06,,,,,,đia điem kinh doanh so 7 - cong ty co phan tuk tuk thai bistro,"so 9, đuong me linh,",binh thanh,"phuong 19,"
5165,,"CT, YT",h29.24-231127-0352,2023-11-29,2023-12-28,,đia điem kinh doanh so 257- cong ty tnhh gs 25 vietnam,pham hoang minh,"vi tri r5, r6, r7+r8, tang tret, toa nha trung tam thuong mai quoc te, so 1a cong truong me linh",ben nghe,1,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5165,2023-12-06,,,,,,đia điem kinh doanh so 257- cong ty tnhh gs 25 vietnam,"vi tri r5, r6, r7+r8, tang tret, toa nha trung tam thuong mai quoc te, so 1a cong truong me linh",1,ben nghe
5166,,YT,h29.24-231128-0046,2023-11-29,2023-12-28,,chi nhanh cong ty co phan vat pham van hoa sai gon- nha sach phuong nam,pham thi tuyet nga,212 nguyen trai,pham ngu lao,1,,kinh doanh dich vu an uong,5166,2023-12-06,,,,,,chi nhanh cong ty co phan vat pham van hoa sai gon- nha sach phuong nam,212 nguyen trai,1,pham ngu lao
5167,,YT,h29.24-231124-0336,2023-11-28,2023-12-27,,cong ty trach nhiem huu han mot thanh vien nha hang long thien,ho minh tai,10 huyen quang,tan đinh,1,,kinh doanh dich vu an uong,5167,2023-12-06,,,,,,cong ty trach nhiem huu han mot thanh vien nha hang long thien,10 huyen quang,1,tan đinh
5168,,YT,h29.24-231127-0313,2023-11-28,2023-12-27,,đia điem kinh doanh yoyo nguyen thi minh khai- cong ty co phan trai nghiem toan cau,nguyen thao quan,"ch13, 2 bis nguyen thi minh khai",đa kao,1,,kinh doanh dich vu an uong,5168,2023-12-06,,,,,,đia điem kinh doanh yoyo nguyen thi minh khai- cong ty co phan trai nghiem toan cau,"ch13, 2 bis nguyen thi minh khai",1,đa kao
5169,,YT,h29.24-231122-0218,2023-11-28,2023-12-26,,cong ty co phan tap đoan golden gate - chi nhanh mien nam - đia điem kinh doanh - nha hang manwah,ha thuc tu,"lo 1.14, tang tret tttm the garden mall, so 190 hong bang",12,5,,kinh doanh dich vu an uong,5169,2023-12-07,,,,,,cong ty co phan tap đoan golden gate - chi nhanh mien nam - đia điem kinh doanh - nha hang manwah,"lo 1.14, tang tret tttm the garden mall, so 190 hong bang",5,12
5170,,YT,h29.24-231129-0193,2023-11-30,2023-12-28,,đia điem kinh doanh hong bang - cong ty co phan đau tu thuong mai ttv,tran tuyet van,"o 1f-16 tang 1, toa nha hung vuong plaza, so 126 đuong hong bang",12,5,,kinh doanh dich vu an uong,5170,2023-12-07,,,,,,đia điem kinh doanh hong bang - cong ty co phan đau tu thuong mai ttv,"o 1f-16 tang 1, toa nha hung vuong plaza, so 126 đuong hong bang",5,12
5171,,NN,h29.24-231123-0188,2023-11-28,2023-12-14,,đia điem kinh doanh cho mien que,,84 an duong vuong,9,5,3702684236-00001,"kinh doanh: rau, cu, qua",5171,2023-12-07,,,,,,đia điem kinh doanh cho mien que,84 an duong vuong,5,9
5172,,YT,h29.24-231126-0015,2023-11-29,2023-12-28,,cong ty tnhh barista collective,ngo thi thu thuy,264h le van sy,14,3,,kinh doanh dich vu an uong,5172,2023-12-07,,,,,,cong ty tnhh barista collective,264h le van sy,3,14
5173,,YT,h29.24-231128-0144,2023-11-28,2023-12-27,,chi nhanh cong ty tnhh thuong mai dich vu truong sa,nguyen thi ngoan,"so 10 kp4, bac ai",binh tho,thu đuc,,kinh doanh dich vu an uong,5173,2023-12-07,,,,,,chi nhanh cong ty tnhh thuong mai dich vu truong sa,"so 10 kp4, bac ai",thu đuc,binh tho
5174,,YT,h29.24-231129-0087,2023-11-29,2023-12-28,,đia điem kinh doanh cong ty co phan ca phe ong bau - cua hang ca phe ong bau,tran thi kim oanh,"so 143 nguyen thi nhung, khu đo thi van phuc",hiep binh phuoc,thu đuc,,kinh doanh dich vu an uong,5174,2023-12-07,,,,,,đia điem kinh doanh cong ty co phan ca phe ong bau - cua hang ca phe ong bau,"so 143 nguyen thi nhung, khu đo thi van phuc",thu đuc,hiep binh phuoc
5175,,NN,h29.24-231129-0108,2023-11-30,2023-12-18,,cong ty tnhh thuong mai dich vu hachiko,,65 đuong so 1,an lac a,binh tan,0315778587,"đong goi: kho bo, kho ga, cha bong, cac loai hat, trai cay say, thuy san kho an lien, gao lut say",5175,2023-12-07,,,,,,cong ty tnhh thuong mai dich vu hachiko,65 đuong so 1,binh tan,an lac a
5176,,YT,h29.24-231119-0073,2023-11-29,2023-12-27,,chi nhanh 120 đuong so 7 - cong ty co phan am thuc thien ly,as na wi,120 đuong so 7,binh tri đong b,binh tan,,kinh doanh dich vu an uong,5176,2023-12-07,,,,,,chi nhanh 120 đuong so 7 - cong ty co phan am thuc thien ly,120 đuong so 7,binh tan,binh tri đong b
5177,,YT,h29.24-231125-0171,2023-11-29,2023-12-28,,quan 8h office coffee,đinh quang phuoc thanh,"so 3, đuong so 17a",binh tri đong b,binh tan,,kinh doanh dich vu an uong,5177,2023-12-07,,,,,,quan 8h office coffee,"so 3, đuong so 17a",binh tan,binh tri đong b
5178,,NN,h29.24-231129-0224,2023-11-30,2023-12-18,,cong ty tnhh hai san tien loi,,c60 đuong xom chieu,13,4,0318115725,kinh doanh thuy hai san,5178,2023-12-07,,,,,,cong ty tnhh hai san tien loi,c60 đuong xom chieu,4,13
5179,,NN,h29.24-231129-0186,2023-11-30,2023-12-18,,chi nhanh cong ty tnhh thuong mai dich vu phat trien hung phat,,38/10-38/12-38/14 bau cat 2,14,tan binh,0311668047-001,"kinh doanh rau, cu, qua, thit, thuy san, trung",5179,2023-12-07,,,,,,chi nhanh cong ty tnhh thuong mai dich vu phat trien hung phat,38/10-38/12-38/14 bau cat 2,tan binh,14
5180,,YT,h29.24-231119-0074,2023-11-29,2023-12-27,,chi nhanh 134c hoang hoa tham - cong ty co phan am thuc thien ly,as na wi,134c hoang hoa tham,12,tan binh,,kinh doanh dich vu an uong,5180,2023-12-07,,,,,,chi nhanh 134c hoang hoa tham - cong ty co phan am thuc thien ly,134c hoang hoa tham,tan binh,12
5181,,YT,h29.24-231128-0262,2023-11-29,2023-12-27,,cong ty tnhh thuong mai dich vu cuu trung thien,đang thai son,706-708 au co,14,tan binh,,kinh doanh dich vu an uong,5181,2023-12-07,,,,,,cong ty tnhh thuong mai dich vu cuu trung thien,706-708 au co,tan binh,14
5182,,YT,h29.24-231127-0130,2023-11-28,2023-12-26,,cong ty tnhh san xuat thuong mai đo gia phu,đo thi kim chung,343 e19-e20 lac long quan,5,11,,"san xuat nuoc uong đong binh, đong chai",5182,2023-12-07,,,,,,cong ty tnhh san xuat thuong mai đo gia phu,343 e19-e20 lac long quan,11,5
5183,,YT,h29.24-231129-0183,2023-11-29,2023-12-28,,chi nhanh cong ty tnhh thuong mai hieu đinh,đang thi kieu oanh,"so 2, đuong so 2",tan kien,binh chanh,,kinh doanh dich vu an uong,5183,2023-12-07,,,,,,chi nhanh cong ty tnhh thuong mai hieu đinh,"so 2, đuong so 2",binh chanh,tan kien
5184,,YT,h29.24-231121-0222,2023-11-28,2023-12-26,,cua hang mcdonalds pham hung - cong ty co phan good day hospitality,nguyen huy thinh,c6/27 pham hung,binh hung,binh chanh,,kinh doanh dich vu an uong,5184,2023-12-07,,,,,,cua hang mcdonalds pham hung - cong ty co phan good day hospitality,c6/27 pham hung,binh chanh,binh hung
5185,,YT,h29.24-231129-0205,2023-11-30,2023-12-29,,đia điem kinh doanh cong ty tnhh phat trien thuong mai hai le,le quang hai,"tang tret, tang lung, tang 1 so 283/107-109 cach mang thang 8",12,10,,kinh doanh dich vu an uong,5185,2023-12-07,,,,,,đia điem kinh doanh cong ty tnhh phat trien thuong mai hai le,"tang tret, tang lung, tang 1 so 283/107-109 cach mang thang 8",10,12
5186,,YT,h29.24-231121-0097,2023-11-28,2023-12-26,,đia điem kinh doanh cong ty tnhh vietgangz glamping club,tran quang hieu,169 đuong so 5,long phuoc,thu đuc,,kinh doanh dich vu an uong,5186,2023-12-08,,,,,,đia điem kinh doanh cong ty tnhh vietgangz glamping club,169 đuong so 5,thu đuc,long phuoc
5187,,CT,h29.24-231128-0149,2023-11-29,2023-12-27,,cong ty tnhh ong chanh bakery,diep bao chanh,"ph65, khu dan cu the pegasuite, 1002 ta quang buu",6,8,,"san xuat banh mi, banh ngot, banh kem; ban le nhom san pham theo danh muc",5187,2023-12-08,,,,,,cong ty tnhh ong chanh bakery,"ph65, khu dan cu the pegasuite, 1002 ta quang buu",8,6
5188,,NN,h29.24-231127-0125,2023-11-30,2023-12-18,,ho kinh doanh heo quay manh ba mai,,58/9 luong van can,15,8,41H8021200,che bien heo quay,5188,2023-12-08,,,,,,ho kinh doanh heo quay manh ba mai,58/9 luong van can,8,15
5189,,NN,h29.24-231129-0188,2023-11-29,2023-12-15,,cong ty tnhh thuc pham tan phuoc,,118 đuong so 2 khu dan cu ben luc,7,8,0318160742,"kinh doanh rau, cu, qua, thit, thuy hai san",5189,2023-12-08,,,,,,cong ty tnhh thuc pham tan phuoc,118 đuong so 2 khu dan cu ben luc,8,7
5190,,YT,h29.24-231128-0264,2023-12-01,2024-01-02,,đia điem kinh doanh cua cong ty tnhh tu van va quan ly chuoi glorious vision,nong thi ngam,so 193 nguyen son,phu thanh,tan phu,,kinh doanh dich vu an uong,5190,2023-12-08,,,,,,đia điem kinh doanh cua cong ty tnhh tu van va quan ly chuoi glorious vision,so 193 nguyen son,tan phu,phu thanh
5191,,YT,h29.24-231127-0284,2023-12-01,2024-01-02,,đia điem kinh doanh cong ty co phan maycha - cua hang maycha 245 tan huong,đo minh tan,245 tan huong,tan quy,tan phu,,kinh doanh dich vu an uong,5191,2023-12-08,,,,,,đia điem kinh doanh cong ty co phan maycha - cua hang maycha 245 tan huong,245 tan huong,tan phu,tan quy
5192,,YT,h29.24-231129-0152,2023-11-30,2023-12-28,,đia điem kinh doanh cong ty tnhh tien trang tea,vu van tien,"lo thuong mai g13 lo e, tang tret, chung cu ha đo, 3 nguyen van cong",3,go vap,,kinh doanh dich vu an uong,5192,2023-12-08,,,,,,đia điem kinh doanh cong ty tnhh tien trang tea,"lo thuong mai g13 lo e, tang tret, chung cu ha đo, 3 nguyen van cong",go vap,3
5193,,CT,h29.24-231128-0240,2023-12-01,2024-01-02,,đia điem kinh doanh winmart+ hcm 198 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,pham thi thu huong,4a nguyen van dung,6,go vap,,ban le nhom san pham theo danh muc,5193,2023-12-08,,,,,,đia điem kinh doanh winmart+ hcm 198 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,4a nguyen van dung,go vap,6
5194,,NN,h29.24-231128-0216,2023-12-01,2023-12-19,,ho kinh doanh nguyen thi bich huyen,,713/20 le đuc tho,16,go vap,41M8052077,"che bien: gio cha, nem chua",5194,2023-12-08,,,,,,ho kinh doanh nguyen thi bich huyen,713/20 le đuc tho,go vap,16
5195,,YT,h29.24-231127-0367,2023-11-30,2023-12-28,,cong ty tnhh the minutes,tran manh nghia,1-1a-2 ton đuc thang,ben nghe,1,,kinh doanh dich vu an uong,5195,2023-12-08,,,,,,cong ty tnhh the minutes,1-1a-2 ton đuc thang,1,ben nghe
5196,,YT,h29.24-231129-0116,2023-11-29,2023-12-28,,đia điem kinh doanh tran hung đao - cong ty tnhh cyber kitchen,nguyen ngoc ha,328 tran hung đao,nguyen cu trinh,1,,kinh doanh dich vu an uong,5196,2023-12-08,,,,,,đia điem kinh doanh tran hung đao - cong ty tnhh cyber kitchen,328 tran hung đao,1,nguyen cu trinh
5197,,YT,h29.24-231124-0066,2023-11-29,2023-12-28,,cong ty tnhh hoang thanh f&b,phan quang tranh,11 đong khoi,ben nghe,1,,kinh doanh dich vu an uong,5197,2023-12-08,,,,,,cong ty tnhh hoang thanh f&b,11 đong khoi,1,ben nghe
5198,,YT,h29.24-231124-0327,2023-11-29,2023-12-28,,đia điem kinh doanh cong ty co phan som tum thai,ly hoang kieu linh,29 le thanh ton,ben nghe,1,,kinh doanh dich vu an uong,5198,2023-12-08,,,,,,đia điem kinh doanh cong ty co phan som tum thai,29 le thanh ton,1,ben nghe
5199,,YT,h29.24-231120-0128,2023-12-01,2024-01-02,,cong ty tnhh araham,tran ngoc bang tam,"288, nguyen thi minh khai",5,3,,kinh doanh dich vu an uong,5199,2023-12-08,,,,,,cong ty tnhh araham,"288, nguyen thi minh khai",3,5
5200,,NN,h29.24-231130-0203,2023-12-04,2023-12-19,,chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai va đau tu k.l.e.v.e,,276 le van sy,14,3,0101628217-005,kinh doanh trai cay,5200,2023-12-08,,,,,,chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai va đau tu k.l.e.v.e,276 le van sy,3,14
5201,,YT,h29.24-231107-0222,2023-11-30,2023-12-29,,cong ty co phan đau tu phat trien a long,le ngoc nguyen,85c nguyen cu trinh,nguyen cu trinh,1,,kinh doanh dich vu an uong,5201,2023-12-08,,,,,,cong ty co phan đau tu phat trien a long,85c nguyen cu trinh,1,nguyen cu trinh
5202,,YT,h29.24-231128-0211,2023-12-01,2024-01-02,,crane tea ho tung mau - chi nhanh cong ty tnhh thuong mai dich vu kiwi,le hoang,97 ho tung mau,ben nghe,1,,kinh doanh dich vu an uong,5202,2023-12-08,,,,,,crane tea ho tung mau - chi nhanh cong ty tnhh thuong mai dich vu kiwi,97 ho tung mau,1,ben nghe
5203,,YT,h29.24-231128-0243,2023-12-01,2024-01-02,,chi nhanh cong ty tnhh thuong mai dich vu tu van sai gon xanh,huynh thi ai chau,42/52 nguyen hue,ben nghe,1,,kinh doanh dich vu an uong,5203,2023-12-08,,,,,,chi nhanh cong ty tnhh thuong mai dich vu tu van sai gon xanh,42/52 nguyen hue,1,ben nghe
5204,,YT,h29.24-231129-0267,2023-12-01,2024-01-02,,đia điem kinh doanh htc - 35nkkn - cong ty tnhh đau tu va dich vu htc,huynh quoc huy,35 nam ky khoi nghia,nguyen thai binh,1,,kinh doanh dich vu an uong,5204,2023-12-08,,,,,,đia điem kinh doanh htc - 35nkkn - cong ty tnhh đau tu va dich vu htc,35 nam ky khoi nghia,1,nguyen thai binh
5205,,CT,h29.24-231128-0169,2023-11-29,2023-12-27,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 5 ha huy giap,pham van trong,mot phan 5/42 ha huy giap,thanh xuan,12,,ban le nhom san pham theo danh muc,5205,2023-12-08,,,,,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 5 ha huy giap,mot phan 5/42 ha huy giap,12,thanh xuan
5206,,CT,h29.24-231128-0175,2023-11-29,2023-12-27,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 82 tan thoi nhat 8,pham van trong,"82/1 tan thoi nhat 8, khu pho 6",tan thoi nhat,12,,ban le nhom san pham theo danh muc,5206,2023-12-08,,,,,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 82 tan thoi nhat 8,"82/1 tan thoi nhat 8, khu pho 6",12,tan thoi nhat
5207,,CT,h29.24-231129-0049,2023-11-29,2023-12-27,,đia điem kinh doanh winmart+ hcm 96 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,pham thi thu huong,so 1/23b bui cong trung,đong thanh,hoc mon,,ban le nhom san pham theo danh muc,5207,2023-12-08,,,,,,đia điem kinh doanh winmart+ hcm 96 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,so 1/23b bui cong trung,hoc mon,đong thanh
5208,,"CT, NN, YT",h29.24-231128-0205,2023-11-29,2023-12-27,,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh – co.opmart hiep thanh,huynh kim thu thuy,276 nguyen anh thu,hiep thanh,12,,"ban le nhom san pham theo danh muc; so che, đong goi: rau, cu, qua, thit, thuy san: kinh doanh dich vu an uong",5208,2023-12-08,,,,,,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh – co.opmart hiep thanh,276 nguyen anh thu,12,hiep thanh
5209,,NN,h29.24-231127-0362,2023-11-29,2023-12-15,,ho kinh doanh nguyen hoang hai,,"so 50/48/27, đuong le thi giot, ap ben đo 1",tan phu trung,cu chi,41R8024115,"che bien: hanh phi, toi phi",5209,2023-12-08,,,,,,ho kinh doanh nguyen hoang hai,"so 50/48/27, đuong le thi giot, ap ben đo 1",cu chi,tan phu trung
5210,,YT,h29.24-231129-0225,2023-11-29,2023-12-28,,chi nhanh cong ty tnhh thuong mai dich vu san xuat ba hai,bui đinh huong,"54/47/38 đuong tch 07, khu pho 10",tan chanh hiep,12,,"phoi tron, đong goi phu gia thuc pham (dang bot)",5210,2023-12-08,,,,,,chi nhanh cong ty tnhh thuong mai dich vu san xuat ba hai,"54/47/38 đuong tch 07, khu pho 10",12,tan chanh hiep
5211,,YT,h29.24-231129-0109,2023-11-30,2023-12-28,,đia điem kinh doanh jjl passio 78a thl - cong ty tnhh jjl passio,ly my nga,78a tran huy lieu,15,phu nhuan,,kinh doanh dich vu an uong,5211,2023-12-08,,,,,,đia điem kinh doanh jjl passio 78a thl - cong ty tnhh jjl passio,78a tran huy lieu,phu nhuan,15
5212,,YT,h29.24-231116-0242,2023-12-01,2024-01-02,,chi nhanh cong ty tnhh cao boi nam my,timm david jerome joseph,"lo cr1/u3, so 103 ton dat tien, khu a phu my hung",tan phu,7,,kinh doanh dich vu an uong,5212,2023-12-11,,,,,,chi nhanh cong ty tnhh cao boi nam my,"lo cr1/u3, so 103 ton dat tien, khu a phu my hung",7,tan phu
5213,,YT,h29.24-231128-0198,2023-12-01,2024-01-02,,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn - the coffee house - cua hang so 21,ngo nguyen kha,313 nguyen thi thap,tan phu,7,,"kinh doanh dich vu an uong; rang, đong goi ca phe",5213,2023-12-11,,,,,,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn - the coffee house - cua hang so 21,313 nguyen thi thap,7,tan phu
5214,,"CT, YT",h29.24-231130-0066,2023-11-30,2023-12-28,,đia điem kinh doanh cong ty tnhh mot thanh vien bach hoa sai gon co.op - co.opsmile 50 tan my,le hung vinh,50 tan my,tan thuan tay,7,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5214,2023-12-11,,,,,,đia điem kinh doanh cong ty tnhh mot thanh vien bach hoa sai gon co.op - co.opsmile 50 tan my,50 tan my,7,tan thuan tay
5215,,CT,h29.24-231128-0236,2023-12-01,2024-01-02,,đia điem kinh doanh winmart+ hcm 204 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,pham thi thu huong,300 vuon lai,phu tho hoa,tan phu,,ban le nhom san pham theo danh muc,5215,2023-12-11,,,,,,đia điem kinh doanh winmart+ hcm 204 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,300 vuon lai,tan phu,phu tho hoa
5216,,CT,h29.24-231201-0128,2023-12-04,2024-01-02,,đia điem kinh doanh cua hang so 198 - cong ty tnhh vong tron đo,cheung yiu kwong,45 cao thang,3,3,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5216,2023-12-11,,,,,,đia điem kinh doanh cua hang so 198 - cong ty tnhh vong tron đo,45 cao thang,3,3
5217,,YT,h29.24-231204-0270,2023-12-04,2024-01-03,,dntn la house coffee,đang thi yen linh,"mot phan tang tret cua cao oc nam a, so 201-203 cach mang thang tam",4,3,,kinh doanh dich vu an uong,5217,2023-12-11,,,,,,dntn la house coffee,"mot phan tang tret cua cao oc nam a, so 201-203 cach mang thang tam",3,4
5218,,NN,h29.24-231130-0193,2023-12-04,2023-12-19,,đia điem kinh doanh 01 - cong ty tnhh thuong mai thuc pham bao han,,66 đuong so 11,tam binh,thu đuc,3702907193-00001,"kinh doanh rau, cu, qua, thit, trung",5218,2023-12-11,,,,,,đia điem kinh doanh 01 - cong ty tnhh thuong mai thuc pham bao han,66 đuong so 11,thu đuc,tam binh
