stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,tpphuongxathi_xathi_tran,quan_huyen,so_gcn_đkkd,loai_hinh_kinh_doanh,so_gcn_cap_moi_nhat,ngay_cap_moi_nhat,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap,chuyen_vien_thu_ly,tinh_thanh
4875,,"CT, YT",,2023-11-07,2023-12-05,,CỬA HÀNG SỐ 287 - CÔNG TY TNHH VÒNG TRÒN ĐỎ,CHEUNG YIU KWONG,"Tầng trệt, chung cư lô 3-4, cụm 1, Khu dân cư Trung Sơn, đường số 9A",Bình Hưng,Bình Chánh,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,4875,2023-11-17,,,,,,Ho Chi Minh
4876,,NN,,2023-11-10,2023-11-28,,CÔNG TY TNHH MEAT AND FISH,,1A Đường số 26,Phước Long A,Thủ Đức,,"Kinh doanh: thịt, thủy hải sản",4876,2023-11-17,,,,,,Ho Chi Minh
4877,,"CT, YT",,2023-11-09,2023-12-07,,CỬA HÀNG SỐ 92 - CÔNG TY TNHH GS 25 VIETNAM,PHẠM HOÀNG MINH,"Giang hàng Thương mại Dịch vụ số 01 (Tầng 1 và Tầng 2) Chung cư Opal Tower, Saigon Pearl, Số 92 Đường Nguyễn Hữu Cảnh",22,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,4877,2023-11-17,,,,,,Ho Chi Minh
4878,,NN,,2023-11-07,2023-11-22,,CÔNG TY CỔ PHẦN META FOODS,,194 Hoàng Văn Thụ,9,Phú Nhuận,317129972.0,"Sơ chế, tầm ướp, đóng gói, kinh doanh: rau, củ, quả, thịt, thủy sản",4878,2023-11-17,,,,,,Ho Chi Minh
4879,,NN,,2023-11-10,2023-11-28,,HỘ KINH DOANH A NHIỀU,,184/38/49/29/11H Âu Dương Lân,3,8,,Chế biến heo quay,4879,2023-11-20,,,,,,Ho Chi Minh
4880,,NN,,2023-11-10,2023-11-28,,CÔNG TY TNHH THỰC PHẨM XANH LONG AN – CHI NHÁNH SÀI GÒN,,"Số 1-3-5 Đường F, Khu dân cư Bình Điền",7,8,,"Kinh doanh rau, củ, quả, thịt, thủy sản, gạo",4880,2023-11-20,,,,,,Ho Chi Minh
4881,,CT,,2023-11-10,2023-12-11,,CHI NHÁNH TỔNG CÔNG TY THƯƠNG MẠI SÀI GÒN – TNHH MỘT THÀNH VIÊN- TRUNG TÂM ĐIỀU HÀNH CỬA HÀNG TIỆN LỢI SATRA (SATRAFOODS)- CỬA HÀNG THỰC PHẨM TIỆN LỢI SATRAFOODS,TRẦN QUANG THUẬN,454 Tùng Thiện Vương,12,8,,Bán lẻ nhóm sản phẩm theo danh mục,4881,2023-11-20,,,,,,Ho Chi Minh
4882,,CT,,2023-11-09,2023-12-08,,ĐỊA ĐIỂM KINH DOANH WINMART +HCM 140- CHI NHÁNH HỒ CHÍ MINH- CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,15 Đường CN6,Sơn Kỳ,Tân Phú,,Bán lẻ nhóm sản phẩm theo danh mục,4882,2023-11-20,,,,,,Ho Chi Minh
4883,,CT,,2023-11-09,2023-12-08,,ĐỊA ĐIỂM KINH DOANH WINMART +HCM 145- CHI NHÁNH HỒ CHÍ MINH- CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,64-66 Huỳnh Thiện Lộc,Hòa Thạnh,Tân Phú,,Bán lẻ nhóm sản phẩm theo danh mục,4883,2023-11-20,,,,,,Ho Chi Minh
4884,,CT,,2023-11-13,2023-12-11,,ĐỊA ĐIỂM KINH DOANH WINMART +HCM 120- CHI NHÁNH HỒ CHÍ MINH- CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,2D-2E Lương Thế Vinh,Tân Thới Hòa,Tân Phú,,Bán lẻ nhóm sản phẩm theo danh mục,4884,2023-11-20,,,,,,Ho Chi Minh
4885,,YT,,2023-11-13,2023-12-11,,CHI NHÁNH CÔNG TY TNHH CÂY ĐÀO ĐỎ,HÀ THỊ KIM DIỆU,20A Tân Hương,Tân Quý,Tân Phú,,Kinh doanh dịch vụ ăn uống,4885,2023-11-20,,,,,,Ho Chi Minh
4886,,YT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY CỔ PHẦN IN HOSPITALITY - WHITE PALACE VÕ VĂN KIỆT,NGUYỄN THANH HÀ NGỌC,59 Võ Văn Kiệt,An Lạc,Bình Tân,,Kinh doanh dịch vụ ăn uống,4886,2023-11-20,,,,,,Ho Chi Minh
4887,,CT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH 4525 NGUYỄN CỬU PHÚ,PHẠM VĂN TRỌNG,"4525 Nguyễn Cửu Phú, khu phố 4",Tân Tạo A,Bình Tân,,Bán lẻ nhóm sản phẩm theo danh mục,4887,2023-11-20,,,,,,Ho Chi Minh
4888,,"NN, CT",,2023-11-14,2023-11-30,,CÔNG TY CỔ PHẦN TẬP ĐOÀN HUTIMEX,,"168/47A Đường Chiếc Lược, khu phố 8",Bình Trị Đông,Bình Tân,313603461.0,"Đóng gói: ngũ cốc, trà, cà phê, mật ong; Ngâm, chiết rót rượu thảo mộc",4888,2023-11-20,,,,,,Ho Chi Minh
4889,,"NN, CT",,2023-11-15,2023-11-30,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN MAYCHA - KHO TÂN TẠO,,"Lô 4-6-8 đường 1A, KCN Tân Tạo",Tân Tạo A,Bình Tân,,"Sản xuất sương sáo, trân châu, trà sữa, phô mai",4889,2023-11-20,,,,,,Ho Chi Minh
4890,,CT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH 146 ĐƯỜNG SỐ 5,PHẠM VĂN TRỌNG,"146 Đường số 5, Khu phố 8",Bình Hưng Hòa,Bình Tân,,Bán lẻ nhóm sản phẩm theo danh mục,4890,2023-11-20,,,,,,Ho Chi Minh
4891,,CT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH ĐƯỜNG 18B,PHẠM VĂN TRỌNG,"Số 47, Khu phố 1, Đường 18B",Bình Hưng Hòa A,Bình Tân,,Bán lẻ nhóm sản phẩm theo danh mục,4891,2023-11-20,,,,,,Ho Chi Minh
4892,,CT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH ĐƯỜNG LÔ TƯ,PHẠM VĂN TRỌNG,"19/97B, đường Lô Tư, khu phố 2",Bình Hưng Hòa A,Bình Tân,,Bán lẻ nhóm sản phẩm theo danh mục,4892,2023-11-20,,,,,,Ho Chi Minh
4893,,NN,,2023-11-14,2023-11-30,,HỘ KINH DOANH GIÒN DELI,,Số 01 - 03 Đường Nguyễn Trọng Quản,Thạnh Mỹ Lợi,Thủ Đức,,"Phối trộn, sấy, đóng gói: hạt, ngũ cốc",4893,2023-11-20,,,,,,Ho Chi Minh
4894,,YT,,2023-11-14,2023-12-12,,ĐỊA ĐIỂM KINH DOANH VÕ VĂN TẦN - CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ 4GS TEXAS,PHẠM QUỐC HƯNG,447 Võ Văn Tần,5,3,,Kinh doanh dịch vụ ăn uống,4894,2023-11-20,,,,,,Ho Chi Minh
4895,,YT,,2023-11-10,2023-12-11,,CHI NHÁNH CÔNG TY TNHH CÂY ĐÀO ĐỎ,HÀ THỊ KIM DIỆU,Số 23 Thống Nhất,Bình Thọ,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4895,2023-11-20,,,,,,Ho Chi Minh
4896,,YT,,2023-11-10,2023-12-11,,CÔNG TY TNHH SX TM DV THIÊN THÀNH,PHẠM MINH THIỆN,"Quầy số 37, Tầng 3, Trung tâm thương mại Gigamall, Số 240-242 đường Kha Vạn Cân",Hiệp Bình Chánh,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4896,2023-11-20,,,,,,Ho Chi Minh
4897,,NN,,2023-11-10,2023-11-28,,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU K-PAN,,"2/53A đường 17, khu phố 5",Linh Trung,Thủ Đức,,"Rang, xay, đóng gói cà phê; Phối trộn, đóng gói cà phê hòa tan",4897,2023-11-20,,,,,,Ho Chi Minh
4898,,YT,,2023-11-09,2023-12-08,,CÔNG TY TNHH MTV SIKO,NGUYỄN HOÀNG NGỌC ANH,"Tầng 3, Số 120 Cống Quỳnh",Phạm Ngũ Lão,1,,Kinh doanh dịch vụ ăn uống,4898,2023-11-20,,,,,,Ho Chi Minh
4899,,YT,,2023-11-10,2023-12-11,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN WARNINGZONE,NGUYỄN TẤT THẮNG,"Tầng 3, Khối đế, Tòa nhà mPlaza, 39 Lê Duẩn",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,4899,2023-11-20,,,,,,Ho Chi Minh
4900,,YT,,2023-11-09,2023-12-08,,CỬA HÀNG KFC HẬU GIANG,BÙI THẾ HƯNG,Số 549-551 đường Hậu Giang,11,6,,Kinh doanh dịch vụ ăn uống,4900,2023-11-20,,,,,,Ho Chi Minh
4901,,"CT, YT",,2023-11-14,2023-12-12,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH MỘT THÀNH VIÊN BÁCH HÓA SÀI GÒN CO.OP – CO.OPSMILE JAMILA PHÚ HỮU,LÊ HƯNG VĨNH,"1.14-TMDV-Khối D Khu nhà ở cao tầng phường Phú Hữu, Quận 9 (Jamila), 60 Đường 697, Khu phố 2",Phú Hữu,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,4901,2023-11-20,,,,,,Ho Chi Minh
4902,,NN,,2023-11-14,2023-11-30,,CÔNG TY TNHH ẨM THỰC TRÒN VO,,17 Đường 13,Phước Bình,Thủ Đức,318043213.0,"Sản xuất món ăn, thức ăn chế biến sẵn (Nước dùng, cơm, bún, hủ tiếu)",4902,2023-11-20,,,,,,Ho Chi Minh
4903,,YT,,2023-11-10,2023-12-11,,CÔNG TY TNHH QUẢN LÝ NICHE,BORTHWICK LINTON JOHN,53 Võ Trường Toản,Thảo Điền,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4903,2023-11-20,,,,,,Ho Chi Minh
4904,,CT,,2023-11-10,2023-12-11,,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 606 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,"0.02, Tầng trệt, Chung cư An Hòa, 60 Trần Lựu",An Phú,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,4904,2023-11-20,,,,,,Ho Chi Minh
4905,,YT,,2023-11-13,2023-12-12,,CHI NHÁNH 72 NGUYỄN CƠ THẠCH - CÔNG TY CỔ PHẦN ẨM THỰC THIÊN LÝ,AS NA WI,"Căn số 00.12, Tháp B1, Khu chung cư phức hợp Lô M2 (Sarimi) - Số 72 Nguyễn Cơ Thạch",An Lợi Đông,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4905,2023-11-20,,,,,,Ho Chi Minh
4906,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH ĐẬU HOMEMADE- CHI NHÁNH 14RQH,HOÀNG HƯƠNG GIANG,"14R Quốc Hương, Khu Phố 2",Thảo Điền,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4906,2023-11-20,,,,,,Ho Chi Minh
4907,,YT,,2023-11-13,2023-12-12,,ĐỊA ĐIỂM KINH DOANH - CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN NGÔI SAO CINEPLEX BHD VIỆT NAM,HUỲNH NGỌC SƠN,159 Võ Nguyên Giáp,Thảo Điền,Thủ Đức,,Kinh doanh dịch vụ ăn uống,4907,2023-11-20,,,,,,Ho Chi Minh
4908,,YT,,2023-11-08,2023-12-07,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH JOLLIBEE VIỆT NAM - CỬA HÀNG THỨC ĂN NHANH JOLLIBEE NGUYỄN VĂN QUÁ,LÂM HỒNG NGUYỄN,B124-127 Nguyễn Văn Quá,Đông Hưng Thuận,12,,Kinh doanh dịch vụ ăn uống,4908,2023-11-20,,,,,,Ho Chi Minh
4909,,CT,,2023-11-10,2023-12-11,,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 141 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,37/2B - 37/2D Ấp Mỹ Hòa 1,Trung Chánh,Hóc Môn,,Bán lẻ nhóm sản phẩm theo danh mục,4909,2023-11-20,,,,,,Ho Chi Minh
4910,,NN,,2023-11-13,2023-11-29,,CÔNG TY TNHH LƯƠNG THỰC HIỆP THÀNH,,46/1 Hương Lộ 80B,Hiệp Thành,12,313600728.0,"Kinh doanh gạo, đậu",4910,2023-11-20,,,,,,Ho Chi Minh
4911,,YT,,2023-11-14,2023-12-13,,HỘ KINH DOANH BIỆN THÀNH TRUNG,BIỆN THÀNH TRUNG,"Số 45, đường số 01, tổ 5, ấp 2A",Tân Thạnh Tây,Củ Chi,,Sản xuất nước đá dùng liền (nước đá viên),4911,2023-11-20,,,,,,Ho Chi Minh
4912,,CT,,2023-11-09,2023-12-08,,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 116 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,602/52 Điện Biên Phủ,22,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục,4912,2023-11-20,,,,,,Ho Chi Minh
4913,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH KIZUNA JAPAN,TÔ MINH KHIÊM,77 Huỳnh Mẫn Đạt,19,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4913,2023-11-20,,,,,,Ho Chi Minh
4914,,YT,,2023-11-09,2023-12-08,,CHI NHÁNH CÔNG TY CỔ PHẦN VĂN HÓA VÀ TRUYỀN THÔNG NHÃ NAM (TP. HÀ NỘI),DƯƠNG THANH HOÀI,Số 142/7 Đường Xô Viết Nghệ Tĩnh,25,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4914,2023-11-20,,,,,,Ho Chi Minh
4915,,YT,,2023-11-13,2023-12-11,,CÔNG TY TNHH MỘT THÀNH VIÊN SKY WINGS,HÀ PHẠM NGUYÊN,40/13 Nguyễn Văn Đậu,6,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4915,2023-11-20,,,,,,Ho Chi Minh
4916,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH BARRIO,KIMURA RYO,20 Đường Mê Linh,19,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4916,2023-11-20,,,,,,Ho Chi Minh
4917,,YT,,2023-11-13,2023-12-11,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY CỔ PHẦN DỊCH VỤ TIẾP THỊ DU LỊCH TOURBOOKING,TRẦN HOÀNG LÂN,722 Điện Biên Phủ,22,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4917,2023-11-20,,,,,,Ho Chi Minh
4918,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH COO BUILDER,LEE JU HONG,79/5 Phan Đăng Lưu,7,Phú Nhuận,,Kinh doanh dịch vụ ăn uống,4918,2023-11-20,,,,,,Ho Chi Minh
4919,,YT,,2023-11-14,2023-12-13,,ĐỊA ĐIỂM KINH DOANH CHI NHÁNH TỔNG CÔNG TY NÔNG NGHIỆP SÀI GÒN TNHH MỘT THÀNH VIÊN - CÔNG TY CHĂN NUÔI VÀ CHẾ BIẾN THỰC PHẨM SÀI GÒN - CỬA HÀNG THỰC PHẨM TIỆN LỢI SAGRIFOOD ĐIỆN BIÊN PHỦ,BÙI VĂN MY,189 Điện Biên Phủ,15,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,4919,2023-11-20,,,,,,Ho Chi Minh
4920,,NN,,2023-11-08,2023-11-24,,CHI NHÁNH CÔNG TY TNHH ATLAS FINEFOOD VIỆT NAM,,19B Nguyễn Cảnh Dị,4,Tân Bình,,"Đóng gói: trái cây khô, rau củ quả khô, gia vị khô",4920,2023-11-20,,,,,,Ho Chi Minh
4921,,YT,,2023-11-09,2023-12-08,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN SÓNG VIỆT – NHÀ HÀNG CONFETTI IAG06-B,NGÔ THẠCH THỦY TIÊN,"IAG06-b, khu vực sảnh quốc tế đến cánh phải, sân bay quốc tế Tân Sơn Nhất, số 45 Trường Sơn",2,Tân Bình,,Kinh doanh dịch vụ ăn uống,4921,2023-11-20,,,,,,Ho Chi Minh
4922,,CT,,2023-11-13,2023-12-11,,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ PHÁT TRIỂN QUỲNH TRÂN,PHÙ MINH KHÁNH,213/20 Xóm Chiếu,15,4,,Bán lẻ nhóm sản phẩm theo danh mục,4922,2023-11-20,,,,,,Ho Chi Minh
4923,,YT,,2023-11-13,2023-12-11,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN CÀ PHÊ ÔNG BẦU - CỬA HÀNG CÀ PHÊ ÔNG BẦU,TRẦN THỊ KIM OANH,Số 300A-B Nguyễn Tất Thành,13,4,,Kinh doanh dịch vụ ăn uống,4923,2023-11-20,,,,,,Ho Chi Minh
4924,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH EVERYCOOK,WON JUNGOK,"Tầng 2, Lô 2F-04 Lotte Mart Tân Bình, số 20 đường Cộng Hòa",12,Tân Bình,,Kinh doanh dịch vụ ăn uống,4924,2023-11-20,,,,,,Ho Chi Minh
4925,,YT,,2023-11-14,2023-12-13,,CÔNG TY CỔ PHẦN MAYCHA,ĐỖ MINH TÂN,56 Đồng Đen,14,Tân Bình,,Kinh doanh dịch vụ ăn uống,4925,2023-11-20,,,,,,Ho Chi Minh
4926,,YT,,2023-11-10,2023-12-11,,CÔNG TY TNHH DV DRUNK,TRẦN HUỆ VŨ VY,94B Pasteur,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,4926,2023-11-20,,,,,,Ho Chi Minh
4927,,YT,,2023-11-10,2023-12-11,,CÔNG TY TNHH MTV DỊCH VỤ NHÀ HÀNG 102,TRẦN THỊ KIM LOAN,102-104 Lê Lai,Bến Thành,1,,Kinh doanh dịch vụ ăn uống,4927,2023-11-20,,,,,,Ho Chi Minh
4928,,YT,,2023-11-10,2023-12-11,,CÔNG TY CỔ PHẦN TẬP ĐOÀN GOLDEN GATE – CHI NHÁNH MIỀN NAM - ĐỊA ĐIỂM KINH DOANH – CỬA HÀNG 37TH STREET,HÀ THÚC TÚ,59B Cao Thắng,3,3,,Kinh doanh dịch vụ ăn uống,4928,2023-11-20,,,,,,Ho Chi Minh
4929,,YT,,2023-11-10,2023-12-11,,CÔNG TY TNHH SINGSING SAIGON,TRẦN THỊ PHƯƠNG THẢO,14 Bà Huyện Thanh Quan,Võ Thị Sáu,3,,Kinh doanh dịch vụ ăn uống,4929,2023-11-20,,,,,,Ho Chi Minh
4930,,YT,,2023-11-10,2023-12-11,,ĐỊA ĐIỂM KINH DOANH 33 - CÔNG TY TNHH GUTA VIỆT NAM,NGUYỄN MINH THẾ,19D Kỳ Đồng,9,3,,Kinh doanh dịch vụ ăn uống,4930,2023-11-20,,,,,,Ho Chi Minh
4931,,YT,,2023-11-08,2023-12-07,,ĐỊA ĐIỂM KINH DOANH PASSIO 1034 NGUYỄN TRÃI - CÔNG TY TNHH THẾ GIỚI ĂN UỐNG UNIFOOD,NGUYỄN QUỐC HUY,"Số 1034, Đường Nguyễn Trãi",14,5,,Kinh doanh dịch vụ ăn uống,4931,2023-11-20,,,,,,Ho Chi Minh
4932,,YT,,2023-11-08,2023-12-07,,CÔNG TY CỔ PHẦN NHÀ HÀNG 131,TRẦN THỊ XUYẾN,131 Nguyễn Phúc Nguyên,10,3,,Kinh doanh dịch vụ ăn uống,4932,2023-11-20,,,,,,Ho Chi Minh
4933,,YT,,2023-11-08,2023-12-07,,CÔNG TY TNHH PIZZA 777,LƯƠNG VĨNH HOÀNG,4 Ngô Quyền,6,5,,Kinh doanh dịch vụ ăn uống,4933,2023-11-20,,,,,,Ho Chi Minh
4934,,YT,,2023-11-13,2023-12-12,,DOANH NGHIỆP TƯ NHÂN CHÂU GIA HUY COFFEE,NGUYỄN THỊ HIỀN,871 Hoàng Sa,9,3,,Kinh doanh dịch vụ ăn uống,4934,2023-11-20,,,,,,Ho Chi Minh
4935,,YT,,2023-11-09,2023-12-08,,CHI NHÁNH TỔNG CÔNG TY THƯƠNG MẠI SÀI GÒN - TNHH MỘT THÀNH VIÊN - TRUNG TÂM ĐIỀU HÀNH CỬA HÀNG TIỆN LỢI SATRA (SATRAFOODS) - CỬA HÀNG THỰC PHẨM TIỆN LỢI SATRAFOODS,TRẦN QUANG THUẬN,Số 347 - 349 - 351- 353 Hùng Vương,9,5,,Bán lẻ nhóm sản phẩm theo danh mục,4935,2023-11-20,,,,,,Ho Chi Minh
4936,,NN,,2023-11-13,2023-11-29,,CÔNG TY CỔ PHẦN THƯƠNG MẠI THÀNH THÀNH CÔNG - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,,306 Hồng Bàng,12,5,,Đóng gói đường,4936,2023-11-20,,,,,,Ho Chi Minh
4937,,YT,,2023-11-14,2023-12-13,,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DIM TU TAC - NHÀ HÀNG DIM TU TAC HÙNG VƯƠNG PLAZA,LÊ VŨ THÁI,"3F-03-04, Tầng 3, Tòa nhà Hùng Vương Plaza, 126 Hồng Bàng",12,5,,Kinh doanh dịch vụ ăn uống,4937,2023-11-20,,,,,,Ho Chi Minh
4938,,"CT, YT",,2023-11-13,2023-12-12,,CÔNG TY CỔ PHẦN ÂU VIỆT F & B,PHAN NGUYỄN BẢO ANH,19 Huỳnh Thúc Kháng,Bến Nghé,1,,Sản xuất kem ăn; Kinh doanh dịch vụ ăn uống,4938,2023-11-20,,,,,,Ho Chi Minh
4939,,YT,,2023-11-10,2023-12-11,,CHI NHÁNH 4 CÔNG TY TNHH NHÀ HÀNG HÀN QUỐC MEAT & MEET,LEE TEAYOUNG,"B2,8,9,10 TTTM Saigon Centre Số 67 Lê Lợi",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,4939,2023-11-20,,,,,,Ho Chi Minh
4940,,YT,,2023-11-09,2023-12-07,,BÁNH MÌ BẢY HỔ- ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH DỊCH VỤ BẢY HỔ,HỒ QUỐC DŨNG,19 Huỳnh Khương Ninh,Đa Kao,1,,Kinh doanh dịch vụ ăn uống,4940,2023-11-20,,,,,,Ho Chi Minh
4941,,YT,,2023-11-09,2023-12-08,,ĐỊA ĐIỂM KINH DOANH COCO THAI NGUYỄN THỊ MINH KHAI- CÔNG TY CỔ PHẦN TRẢI NGHIỆM TOÀN CẦU,NGUYỄN THẢO QUÂN,"CH02, 2 Bis Nguyễn Thị Minh Khai",Đa Kao,1,,Kinh doanh dịch vụ ăn uống,4941,2023-11-20,,,,,,Ho Chi Minh
4942,,YT,,2023-11-14,2023-12-12,,CÔNG TY TNHH MTV DỊCH VỤ OROMIA COFFEE & LOUNGE,NGUYỄN VĂN KHOA,85 Phan Kế Bính,Đa Kao,1,,Kinh doanh dịch vụ ăn uống,4942,2023-11-20,,,,,,Ho Chi Minh
4943,,YT,,2023-11-14,2023-12-12,,CÔNG TY CỔ PHẦN PACC- ĐỊA ĐIỂM KINH DOANH 07: NAM KỲ KHỞI NGHĨA,ĐINH NHẬT LINH,"Tầng trệt, số 61, Đường Nam Kỳ Khởi Nghĩa",Bến Thành,1,,Kinh doanh dịch vụ ăn uống,4943,2023-11-20,,,,,,Ho Chi Minh
4944,,YT,,2023-11-13,2023-12-12,,ĐỊA ĐIỂM KINH DOANH JIN SEOLLEONGTANG LÊ THÁNH TÔN CÔNG TY TNHH THE KITCHEN PRO F&B,NGUYỄN HỒNG THÙY DƯƠNG,17/9 Lê Thánh Tôn,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,4944,2023-11-20,,,,,,Ho Chi Minh
4945,,YT,,2023-11-13,2023-12-12,,CÔNG TY TNHH THƯƠNG MẠI HEAVEN,BÙI THỊ YẾN NGỌC,38 Huỳnh Thúc Kháng,Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,4945,2023-11-20,,,,,,Ho Chi Minh
4946,,YT,,2023-11-13,2023-12-11,,CÔNG TY TNHH DỊCH VỤ CÀ PHÊ CHỒN,NGUYỄN THỊ TRÚC LINH,17 Đường số 16 Khu Nam Viên,Tân Phú,7,,Kinh doanh dịch vụ ăn uống,4946,2023-11-20,,,,,,Ho Chi Minh
4947,,YT,,2023-11-13,2023-12-11,,ĐỊA ĐIỂM KINH DOANH 21 - CÔNG TY CỔ PHẦN BẮC ĐẨU,LÊ THÁI ANH,"Lô Thương mại - Dịch vụ - Số 0.06, Tầng 1, Tòa nhà Golden King, số 15 đường Nguyễn Lương Bằng",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,4947,2023-11-20,,,,,,Ho Chi Minh
4948,,YT,,2023-11-13,2023-12-12,,CHI NHÁNH CÔNG TY TNHH QUỐC TẾ LÊ KIÊN,NGUYỄN ANH TÂN,"Gian hàng 4F-59A, Tầng 4, Trung tâm thương mại Crescent Mall, số 101 Tôn Dật Tiên",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,4948,2023-11-20,,,,,,Ho Chi Minh
4949,,YT,,2023-11-14,2023-12-13,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN MAYCHA - CỬA HÀNG MAYCHA 79A LẠC LONG QUÂN,ĐỖ MINH TÂN,79A Lạc Long Quân ND,1,11,,Kinh doanh dịch vụ ăn uống,4949,2023-11-20,,,,,,Ho Chi Minh
4950,,YT,,2023-11-14,2023-12-13,,CÔNG TY TNHH TUỆ KAFE,NGUYỄN CHÍ NGUYỆN,"Số 1-3, Đường D4, Khu dân cư Him Lam Kênh Tẻ",Tân Hưng,7,,Kinh doanh dịch vụ ăn uống,4950,2023-11-20,,,,,,Ho Chi Minh
4951,,YT,,2023-11-14,2023-12-13,,ĐỊA ĐIỂM KINH DOANH HUỲNH TẤN PHÁT CÔNG TY CỔ PHẦN THỰC PHẨM PHÚC LỘC THỌ,PHAN SỸ THI,728 đường Huỳnh Tấn Phát,Tân Phú,7,,Kinh doanh dịch vụ ăn uống,4951,2023-11-20,,,,,,Ho Chi Minh
